시장,종목코드,종목명,현재가,대비부호,전일대비,매수체결수량,매수체결금액,매도체결수량,매도체결금액,순매수금액,전체거래비중
KOSPI,002920,유성기업,1746,3,0,0,0,0,0,0,+0.00
KOSPI,093240,형지엘리트,735,3,0,1419,1838,1866,2439,-601,+0.04
KOSPI,004910,조광페인트,3505,3,0,10,58,3,18,40,+0.00
KOSPI,074610,이엔플러스,5110,3,0,354,404,108,123,281,+0.00
KOSPI,000950,전방,26600,3,0,0,0,0,0,0,+0.00
KOSPI,003080,SB성보,2215,3,0,0,1,2,4,-3,+0.00
KOSPI,011390,부산산업,41600,3,0,3,188,1,76,112,+0.00
KOSPI,092780,DYP,3330,3,0,0,2,1,5,-3,+0.00
KOSPI,008420,문배철강,2120,3,0,14,36,2,6,30,+0.00
KOSPI,481850,신한글로벌액티브리츠,996,3,0,12,26,4,9,17,+0.00
KOSPI,047400,유니온머티리얼,1025,3,0,63,147,15,34,113,+0.00
KOSPI,084870,TBH글로벌,2080,3,0,2,2,3,3,-1,+0.00
KOSPI,019490,엑시큐어하이트론,541,3,0,85,303,227,805,-502,+0.01
KOSPI,026940,부국철강,2065,3,0,9,22,6,14,8,+0.00
KOSPI,012280,영화금속,832,3,0,5,4,5,4,0,+0.00
KOSPI,000890,보해양조,1486,3,0,1973,949,960,474,475,+0.01
KOSPI,017040,광명전기,932,3,0,146,227,23,36,191,+0.00
KOSPI,011420,갤럭시아에스엠,1464,3,0,537,1169,308,669,500,+0.02
KOSPI,008870,금비,40300,3,0,0,14,0,2,12,+0.00
KOSPI,002880,디와이에이,857,3,0,24,30,6,7,23,+0.00
KOSPI,133820,화인베스틸,1060,3,0,12,14,6,7,7,+0.00
KOSPI,004410,서울식품,996,3,0,1575,251,1359,217,34,+0.00
KOSPI,134790,시디즈,18910,3,0,3,70,1,16,54,+0.00
KOSPI,012160,영흥,2395,3,0,1,0,1,0,0,+0.00
KOSPI,023960,에쓰씨엔지니어링,978,3,0,22,35,26,40,-5,+0.00
KOSPI,145270,케이탑리츠,757,3,0,1,1,1,1,0,+0.00
KOSPI,013000,세우글로벌,1222,3,0,1,2,2,2,0,+0.00
KOSPI,011330,유니켐,3870,3,0,4,6,9,14,-8,+0.00
KOSPI,006490,프리티,1177,3,0,477,636,92,122,514,+0.01
KOSPI,446070,유니드비티플러스,3275,3,0,5,19,1,5,14,+0.00
KOSPI,014990,인디에프,2300,3,0,531,394,358,271,123,+0.01
KOSPI,071950,코아스,2760,3,0,1,8,2,18,-10,+0.00
KOSPI,049800,우진플라임,1713,3,0,19,40,13,28,12,+0.00
KOSPI,002870,신풍,971,3,0,49,47,46,44,3,+0.00
KOSPI,000760,이화산업,12120,3,0,0,0,0,0,0,+0.00
KOSPI,143210,핸즈코퍼레이션,1199,3,0,2,4,1,1,3,+0.00
KOSPI,051630,진양화학,1575,3,0,8,20,15,35,-15,+0.00
KOSPI,002070,비비안,13800,3,0,80,63,75,61,2,+0.00
KOSPI,009140,경인전자,21050,3,0,4,84,4,90,-6,+0.00
KOSPI,011090,에넥스,2755,3,0,9,4,4,2,2,+0.00
KOSPI,007120,미래아이앤지,1190,3,0,39,40,37,38,2,+0.00
KOSPI,001070,대한방직,6080,3,0,0,0,0,0,0,+0.00
KOSPI,027740,마니커,1010,3,0,5,4,2,2,2,+0.00
KOSPI,005820,원림,13840,3,0,0,2,0,0,2,+0.00
KOSPI,001380,SG글로벌,1413,3,0,2315,8170,2504,9262,-1092,+0.15
KOSPI,002690,동일제강,1556,3,0,0,0,0,0,0,+0.00
KOSPI,009460,한창제지,2635,3,0,9,6,8,6,0,+0.00
KOSPI,023150,MH에탄올,4245,3,0,2,8,1,4,4,+0.00
KOSPI,006570,대림통상,2055,3,0,0,0,0,0,0,+0.00
KOSPI,010640,진양폴리,1855,3,0,163,1020,199,1238,-218,+0.02
KOSPI,010400,우진아이엔에스,4035,3,0,0,1,0,0,1,+0.00
KOSPI,002420,세기상사,5130,3,0,1,5,0,1,4,+0.00
KOSPI,088790,진도,2450,3,0,1,2,2,3,-1,+0.00
KOSPI,008250,이건산업,2780,3,0,0,1,0,1,0,+0.00
KOSPI,308170,씨티알모빌리티,3490,3,0,0,2,1,5,-3,+0.00
KOSPI,003060,에이프로젠바이오로직스,2080,3,0,367,280,28,21,259,+0.00
KOSPI,009810,플레이그램,1968,3,0,1014,398,740,291,107,+0.01
KOSPI,025750,한솔홈데코,1850,3,0,31,21,48,32,-11,+0.00
KOSPI,090370,메타랩스,1090,3,0,1,2,0,0,2,+0.00
KOSPI,030720,동원수산,6380,3,0,0,2,1,7,-5,+0.00
KOSPI,014130,한익스프레스,2445,3,0,8,27,1,4,23,+0.00
KOSPI,118000,메타케어,1308,3,0,0,0,20,6,-6,+0.00
KOSPI,036420,콘텐트리중앙,1493,3,0,27,257,11,105,152,+0.00
KOSPI,002820,SUN&L,2270,3,0,0,0,1,2,-2,+0.00
KOSPI,024070,WISCOM,1857,3,0,4,8,7,14,-6,+0.00
KOSPI,005320,온타이드,827,3,0,2,1,9,4,-3,+0.00
KOSPI,004270,남성,7750,3,0,7,9,4,4,5,+0.00
KOSPI,004870,티웨이홀딩스,247,3,0,367,243,290,192,51,+0.00
KOSPI,024890,대원화성,3080,3,0,7,7,6,6,1,+0.00
KOSPI,025890,한국주강,2250,3,0,33,67,34,69,-2,+0.00
KOSPI,033250,체시스,3690,3,0,156,206,153,198,8,+0.00
KOSPI,009310,참엔지니어링,5330,3,0,4,1,4,1,0,+0.00
KOSPI,000040,KR모터스,267,3,0,9,4,11,5,-1,+0.00
KOSPI,465770,STX그린로지스,3185,3,0,27,248,8,77,171,+0.00
KOSPI,006200,한국전자홀딩스,2405,3,0,0,0,0,0,0,+0.00
KOSPI,069640,한세엠케이,1000,3,0,2,3,1,2,1,+0.00
KOSPI,001420,태원물산,2840,3,0,0,0,0,0,0,+0.00
KOSPI,002360,SH에너지화학,1940,3,0,261,144,56,31,113,+0.00
KOSPI,006740,블루산업개발,903,3,0,162,205,47,59,146,+0.00
KOSPI,015260,에이엔피,435,3,0,11,7,1,1,6,+0.00
KOSPI,015020,이스타코,928,3,0,295,208,378,268,-60,+0.00
KOSPI,357430,마스턴프리미어리츠,650,3,0,3,6,1,2,4,+0.00
KOSPI,008600,윌비스,2620,3,0,22,8,21,8,0,+0.00
KOSPI,009440,KC그린홀딩스,756,3,0,13,12,8,8,4,+0.00
KOSPI,012170,아센디오,736,3,0,273,113,69,29,84,+0.00
KOSPI,044380,주연테크,1040,3,0,4,1,5,2,-1,+0.00
KOSPI,145210,다이나믹디자인,224,3,0,162,317,118,235,82,+0.00
KOSPI,001770,SHD,6970,3,0,0,0,0,0,0,+0.00
KOSPI,012510,더존비즈온,0,3,0,60,3921,73,4801,-880,+0.08
KOSPI,057050,현대홈쇼핑,87300,3,0,45,1987,74,3244,-1257,+0.05
KOSDAQ,196170,알테오젠,276500,3,0,438,139856,416,132481,7375,+9.40
KOSDAQ,247540,에코프로비엠,112400,3,0,194,27265,142,19937,7328,+1.63
KOSDAQ,086520,에코프로,80000,3,0,802,64050,554,44021,20029,+3.73
KOSDAQ,036930,주성엔지니어링,187900,3,0,141,4255,123,3697,558,+0.27
KOSDAQ,277810,레인보우로보틱스,397000,3,0,18,2448,16,2172,276,+0.16
KOSDAQ,240810,원익IPS,140700,3,0,43,1042,45,1088,-46,+0.07
KOSDAQ,319660,피에스케이,195400,3,0,40,725,46,824,-99,+0.05
KOSDAQ,058470,리노공업,72300,3,0,35,5671,31,5113,558,+0.37
KOSDAQ,028300,HLB,35300,3,0,832,64790,466,36147,28643,+3.48
KOSDAQ,000250,삼천당제약,184100,3,0,72,7979,32,3554,4425,+0.40
KOSDAQ,039030,이오테크닉스,344000,3,0,24,3147,37,4798,-1651,+0.27
KOSDAQ,298380,에이비엘바이오,75600,3,0,225,6250,371,10283,-4033,+0.57
KOSDAQ,222800,심텍,107400,3,0,411,4922,512,6136,-1214,+0.38
KOSDAQ,141080,리가켐바이오,103700,3,0,134,13238,288,28496,-15258,+1.44
KOSDAQ,095610,테스,194300,3,0,19,287,9,139,148,+0.01
KOSDAQ,440110,파두,70400,3,0,202,3247,133,2149,1098,+0.19
KOSDAQ,403870,HPSP,42500,3,0,203,5800,124,3530,2270,+0.32
KOSDAQ,214450,파마리서치,336500,3,0,31,6052,24,4713,1339,+0.37
KOSDAQ,084370,유진테크,146800,3,0,62,2187,79,2805,-618,+0.17
KOSDAQ,214370,케어젠,61700,3,0,42,965,45,1042,-77,+0.07
KOSDAQ,347850,디앤디파마텍,68700,3,0,63,2243,35,1272,971,+0.12
KOSDAQ,131290,티에스이,282500,3,0,26,1033,18,705,328,+0.06
KOSDAQ,031980,피에스케이홀딩스,143400,3,0,61,2135,56,1957,178,+0.14
KOSDAQ,095340,ISC,145000,3,0,43,2338,45,2469,-131,+0.17
KOSDAQ,145020,휴젤,239500,3,0,37,9625,44,11614,-1989,+0.73
KOSDAQ,108490,로보티즈,199900,3,0,43,886,26,543,343,+0.05
KOSDAQ,214150,클래시스,44100,3,0,52,2519,65,3118,-599,+0.19
KOSDAQ,226950,올릭스,136600,3,0,112,2226,72,1438,788,+0.13
KOSDAQ,089970,브이엠,108300,3,0,27,186,6,40,146,+0.01
KOSDAQ,080220,제주반도체,81900,3,0,545,5141,859,8122,-2981,+0.46
KOSDAQ,087010,펩트론,119200,3,0,363,29615,348,28225,1390,+2.00
KOSDAQ,310210,보로노이,145600,3,0,87,7249,122,10218,-2969,+0.60
KOSDAQ,237690,에스티팜,124300,3,0,84,7173,56,4747,2426,+0.41
KOSDAQ,178320,서진시스템,39300,3,0,151,4216,56,1553,2663,+0.20
KOSDAQ,064760,티씨케이,215000,3,0,15,1068,24,1750,-682,+0.10
KOSDAQ,067310,하나마이크론,35750,3,0,127,1296,122,1248,48,+0.09
KOSDAQ,257720,실리콘투,36050,3,0,238,6229,163,4258,1971,+0.36
KOSDAQ,357780,솔브레인,291500,3,0,7,1402,8,1516,-114,+0.10
KOSDAQ,005290,동진쎄미켐,43600,3,0,92,2290,51,1258,1032,+0.12
KOSDAQ,263750,펄어비스,34150,3,0,88,3423,60,2357,1066,+0.20
KOSDAQ,319400,현대무벡스,19220,3,0,96,280,15,44,236,+0.01
KOSDAQ,420770,기가비스,162800,3,0,63,1646,83,2173,-527,+0.13
KOSDAQ,290650,엘앤씨바이오,71000,3,0,21,348,18,301,47,+0.02
KOSDAQ,089030,테크윙,49200,3,0,183,7071,325,12498,-5427,+0.68
KOSDAQ,140860,파크시스템스,258000,3,0,29,5864,16,3254,2610,+0.31
KOSDAQ,098460,고영,26400,3,0,96,821,142,1213,-392,+0.07
KOSDAQ,068760,셀트리온제약,39800,3,0,1467,77830,1677,89168,-11338,+5.76
KOSDAQ,032820,우리기술,9850,3,0,873,2081,1170,2787,-706,+0.17
KOSDAQ,131970,두산테스나,86900,3,0,167,4207,213,5359,-1152,+0.33
KOSDAQ,035900,JYP Ent.,46650,3,0,314,21353,239,16208,5145,+1.30
KOSDAQ,140410,메지온,52900,3,0,25,812,22,693,119,+0.05
KOSDAQ,007390,네이처셀,25000,3,0,1276,30781,952,23120,7661,+1.86
KOSDAQ,010170,대한광통신,10300,3,0,25,18,25,18,0,+0.00
KOSDAQ,041510,에스엠,69100,3,0,82,6870,53,4442,2428,+0.39
KOSDAQ,096530,씨젠,28550,3,0,78,1817,32,750,1067,+0.09
KOSDAQ,183300,코미코,71900,3,0,132,5118,143,5553,-435,+0.37
KOSDAQ,058610,에스피지,66000,3,0,229,4986,336,7309,-2323,+0.42
KOSDAQ,060370,LS마린솔루션,26800,3,0,371,5165,694,9834,-4669,+0.52
KOSDAQ,083650,비에이치아이,42650,3,0,615,11660,1265,24100,-12440,+1.23
KOSDAQ,082920,비츠로셀,28900,3,0,39,819,22,465,354,+0.04
KOSDAQ,030530,원익홀딩스,16790,3,0,223,621,206,576,45,+0.04
KOSDAQ,043260,성호전자,17830,3,0,114,138,33,39,99,+0.01
KOSDAQ,218410,RFHIC,46250,3,0,25,348,33,452,-104,+0.03
KOSDAQ,127120,제이에스링크,34750,3,0,41,150,15,55,95,+0.01
KOSDAQ,078600,대주전자재료,76300,3,0,47,4279,38,3445,834,+0.27
KOSDAQ,039200,오스코텍,30150,3,0,84,2060,49,1203,857,+0.11
KOSDAQ,458870,씨어스,30050,3,0,12,108,11,107,1,+0.01
KOSDAQ,323280,태성,36950,3,0,569,16039,519,14658,1381,+1.06
KOSDAQ,195940,HK이노엔,38800,3,0,45,1800,32,1267,533,+0.11
KOSDAQ,003380,하림지주,9760,3,0,67,398,34,204,194,+0.02
KOSDAQ,166090,하나머티리얼즈,54600,3,0,47,1135,16,397,738,+0.05
KOSDAQ,031330,에스에이엠티,10570,3,0,80,222,45,125,97,+0.01
KOSDAQ,347700,스피어,18890,3,0,32,99,58,178,-79,+0.01
KOSDAQ,101490,에스앤에스텍,43800,3,0,280,6366,351,7999,-1633,+0.50
KOSDAQ,036540,SFA반도체,5620,3,0,110,361,60,197,164,+0.02
KOSDAQ,437730,삼현,29000,3,0,69,485,20,139,346,+0.02
KOSDAQ,241710,코스메카코리아,84800,3,0,40,2122,23,1197,925,+0.11
KOSDAQ,204270,제이앤티씨,15500,3,0,72,1367,135,2553,-1186,+0.14
KOSDAQ,252990,샘씨엔에스,14570,3,0,196,884,326,1480,-596,+0.08
KOSDAQ,086450,동국제약,19290,3,0,18,322,33,574,-252,+0.03
KOSDAQ,019210,와이지-원,23100,3,0,9,47,5,24,23,+0.00
KOSDAQ,099320,쎄트렉아이,77900,3,0,19,878,18,842,36,+0.06
KOSDAQ,085660,차바이오텍,9120,3,0,60,898,13,202,696,+0.04
KOSDAQ,293490,카카오게임즈,7850,3,0,128,2168,54,918,1250,+0.11
KOSDAQ,083450,GST,44850,3,0,108,1636,59,899,737,+0.09
KOSDAQ,038500,삼표시멘트,7590,3,0,39,125,22,71,54,+0.01
KOSDAQ,232140,와이씨,9980,3,0,358,3780,386,4037,-257,+0.27
KOSDAQ,213420,덕산네오룩스,31750,3,0,35,922,40,1043,-121,+0.07
KOSDAQ,281740,레이크머티리얼즈,11900,3,0,101,1246,66,816,430,+0.07
KOSDAQ,417200,LS머트리얼즈,11510,3,0,234,2861,168,2065,796,+0.17
KOSDAQ,090710,휴림로봇,6390,3,0,996,1598,629,1008,590,+0.09
KOSDAQ,074600,원익QnC,29000,3,0,46,929,61,1222,-293,+0.07
KOSDAQ,065350,신성델타테크,27350,3,0,152,9277,142,8670,607,+0.62
KOSDAQ,122870,와이지엔터테인먼트,40200,3,0,141,6920,107,5321,1599,+0.42
KOSDAQ,100790,미래에셋벤처투자,14110,3,0,163,805,97,482,323,+0.04
KOSDAQ,328130,루닛,10040,3,0,776,48383,821,50786,-2403,+3.42
KOSDAQ,056190,SFA,20700,3,0,35,741,27,575,166,+0.05
KOSDAQ,041830,인바디,54200,3,0,7,150,7,161,-11,+0.01
KOSDAQ,388720,유일로보틱스,61200,3,0,15,449,3,98,351,+0.02
KOSDAQ,137400,피엔티,29900,3,0,39,1863,41,1941,-78,+0.13
KOSDAQ,445680,큐리옥스바이오시스템즈,41150,3,0,68,1248,37,677,571,+0.07
KOSDAQ,032190,다우데이타,18290,3,0,14,158,6,65,93,+0.01
KOSDAQ,014620,성광벤드,25900,3,0,677,14387,548,11868,2519,+0.91
KOSDAQ,033100,제룡전기,42800,3,0,160,7379,55,2531,4848,+0.34
KOSDAQ,189300,인텔리안테크,62900,3,0,29,1204,13,520,684,+0.06
KOSDAQ,115180,큐리언트,17850,3,0,21,94,14,61,33,+0.01
KOSDAQ,036830,솔브레인홀딩스,32100,3,0,22,883,22,887,-4,+0.06
KOSDAQ,093320,케이아이엔엑스,133400,3,0,8,503,3,169,334,+0.02
KOSDAQ,161580,필옵틱스,27700,3,0,97,1677,39,667,1010,+0.08
KOSDAQ,094170,동운아나텍,30750,3,0,35,640,45,812,-172,+0.05
KOSDAQ,035760,CJ ENM,29300,3,0,17,1021,19,1184,-163,+0.08
KOSDAQ,006730,서부T&D,9900,3,0,37,218,15,91,127,+0.01
KOSDAQ,032500,케이엠더블유,15080,3,0,42,357,13,111,246,+0.02
KOSDAQ,048410,현대바이오,6520,3,0,137,1979,51,743,1236,+0.09
KOSDAQ,122640,예스티,28750,3,0,44,394,34,309,85,+0.02
KOSDAQ,253450,스튜디오드래곤,20400,3,0,68,3160,32,1479,1681,+0.16
KOSDAQ,053610,프로텍,66600,3,0,16,408,9,232,176,+0.02
KOSDAQ,052400,코나아이,41150,3,0,31,469,44,672,-203,+0.04
KOSDAQ,090360,로보스타,61200,3,0,18,399,10,237,162,+0.02
KOSDAQ,466100,클로봇,23400,3,0,89,724,62,512,212,+0.04
KOSDAQ,397030,에이프릴바이오,25200,3,0,120,1913,100,1597,316,+0.12
KOSDAQ,399720,가온칩스,49750,3,0,169,5666,133,4456,1210,+0.35
KOSDAQ,023160,태광,22550,3,0,297,4975,357,5993,-1018,+0.38
KOSDAQ,053800,안랩,52400,3,0,121,7170,201,11985,-4815,+0.66
KOSDAQ,170920,엘티씨,55000,3,0,11,109,30,283,-174,+0.01
KOSDAQ,102710,이엔에프테크놀로지,40250,3,0,18,305,18,298,7,+0.02
KOSDAQ,050890,쏠리드,9440,3,0,59,288,13,64,224,+0.01
KOSDAQ,037460,삼지전자,35050,3,0,4,38,1,12,26,+0.00
KOSDAQ,112040,위메이드,16640,3,0,120,5218,145,6291,-1073,+0.40
KOSDAQ,222080,SFA넥셀,7260,3,0,235,2058,112,985,1073,+0.11
KOSDAQ,171090,선익시스템,55500,3,0,9,418,14,651,-233,+0.04
KOSDAQ,119850,지엔씨에너지,33950,3,0,135,1173,100,877,296,+0.07
KOSDAQ,225570,넥슨게임즈,8380,3,0,116,1603,58,802,801,+0.08
KOSDAQ,067160,SOOP,47300,3,0,18,1810,10,1032,778,+0.10
KOSDAQ,383310,에코프로에이치엔,25800,3,0,18,783,11,461,322,+0.04
KOSDAQ,045100,한양이엔지,30800,3,0,9,145,6,94,51,+0.01
KOSDAQ,041960,코미팜,7280,3,0,25,101,9,37,64,+0.00
KOSDAQ,121600,나노신소재,43850,3,0,58,4155,37,2650,1505,+0.23
KOSDAQ,044490,태웅,26550,3,0,46,503,37,410,93,+0.03
KOSDAQ,046890,서울반도체,9090,3,0,709,5244,1015,7542,-2298,+0.44
KOSDAQ,086900,메디톡스,71600,3,0,16,2032,24,3168,-1136,+0.18
KOSDAQ,251970,펌텍코리아,41950,3,0,30,997,20,648,349,+0.06
KOSDAQ,101160,월덱스,31300,3,0,7,118,9,149,-31,+0.01
KOSDAQ,348370,엔켐,23450,3,0,220,31701,168,24112,7589,+1.93
KOSDAQ,295310,에이치브이엠,41600,3,0,255,5673,224,4990,683,+0.37
KOSDAQ,064290,인텍플러스,38900,3,0,78,749,24,232,517,+0.03
KOSDAQ,059090,미코,14960,3,0,49,404,18,152,252,+0.02
KOSDAQ,060250,NHN KCP,12420,3,0,47,363,41,319,44,+0.02
KOSDAQ,052020,에스티큐브,7330,3,0,107,642,124,751,-109,+0.05
KOSDAQ,219130,타이거일렉,78400,3,0,9,137,12,174,-37,+0.01
KOSDAQ,211050,인카금융서비스,10040,3,0,49,307,55,342,-35,+0.02
KOSDAQ,475960,토모큐브,36750,3,0,27,327,27,329,-2,+0.02
KOSDAQ,033790,피노,5780,3,0,25,151,16,98,53,+0.01
KOSDAQ,033500,동성화인텍,16050,3,0,213,3039,321,4645,-1606,+0.27
KOSDAQ,376300,디어유,20050,3,0,222,8901,261,10454,-1553,+0.67
KOSDAQ,336570,원텍,5320,3,0,758,3306,1270,5549,-2243,+0.31
KOSDAQ,124500,아이티센글로벌,20400,3,0,57,340,35,209,131,+0.02
KOSDAQ,160190,하이젠알앤엠,15310,3,0,158,1640,79,825,815,+0.09
KOSDAQ,358570,지아이이노베이션,7320,3,0,132,1382,120,1264,118,+0.09
KOSDAQ,036810,에프에스티,21750,3,0,63,1108,47,823,285,+0.07
KOSDAQ,425420,티에프이,37750,3,0,18,263,15,214,49,+0.02
KOSDAQ,015750,성우하이텍,5810,3,0,662,3692,912,5108,-1416,+0.30
KOSDAQ,035890,서희건설,1998,3,0,52,74,23,33,41,+0.00
KOSDAQ,034950,한국기업평가,101100,3,0,0,0,0,35,-35,+0.00
KOSDAQ,056080,유진로봇,11980,3,0,71,475,60,405,70,+0.03
KOSDAQ,079940,가비아,33900,3,0,8,115,4,53,62,+0.01
KOSDAQ,033640,네패스,19730,3,0,35,234,19,125,109,+0.01
KOSDAQ,082270,젬백스,10150,3,0,644,9271,587,8427,844,+0.61
KOSDAQ,290550,디케이티,22400,3,0,63,502,47,383,119,+0.03
KOSDAQ,389470,인벤티지랩,33650,3,0,39,560,45,635,-75,+0.04
KOSDAQ,009520,포스코엠텍,10630,3,0,91,1323,34,491,832,+0.06
KOSDAQ,126340,비나텍,61600,3,0,23,615,7,180,435,+0.03
KOSDAQ,174900,앱클론,21950,3,0,17,240,4,56,184,+0.01
KOSDAQ,104830,원익머트리얼즈,34700,3,0,20,360,13,240,120,+0.02
KOSDAQ,330860,네패스아크,35800,3,0,17,175,5,57,118,+0.01
KOSDAQ,099190,아이센스,15020,3,0,44,827,17,329,498,+0.04
KOSDAQ,460930,현대힘스,12140,3,0,60,888,66,975,-87,+0.06
KOSDAQ,253590,네오셈,9760,3,0,176,1824,145,1502,322,+0.11
KOSDAQ,214430,아이쓰리시스템,58300,3,0,12,514,20,815,-301,+0.05
KOSDAQ,340570,티앤엘,52400,3,0,7,443,8,514,-71,+0.03
KOSDAQ,272290,이녹스첨단소재,21250,3,0,213,4693,320,7082,-2389,+0.41
KOSDAQ,102940,코오롱생명과학,32250,3,0,8,143,1,26,117,+0.01
KOSDAQ,077360,덕산하이메탈,9290,3,0,187,748,330,1360,-612,+0.07
KOSDAQ,278280,천보,34150,3,0,76,3239,100,4292,-1053,+0.26
KOSDAQ,365340,성일하이텍,32100,3,0,13,608,7,313,295,+0.03
KOSDAQ,348210,넥스틴,39500,3,0,8,450,10,546,-96,+0.03
KOSDAQ,327260,RF머트리얼즈,46000,3,0,4,23,1,6,17,+0.00
KOSDAQ,018290,브이티,11820,3,0,111,3297,86,2534,763,+0.20
KOSDAQ,027360,아주IB투자,3380,3,0,203,539,209,555,-16,+0.04
KOSDAQ,144960,뉴파워프라즈마,9350,3,0,3,15,10,47,-32,+0.00
KOSDAQ,160980,싸이맥스,37300,3,0,40,356,4,37,319,+0.01
KOSDAQ,030520,한글과컴퓨터,16560,3,0,141,3303,256,6018,-2715,+0.32
KOSDAQ,200710,에이디테크놀로지,29400,3,0,140,2016,117,1698,318,+0.13
KOSDAQ,215200,메가스터디교육,38150,3,0,128,5329,135,5638,-309,+0.38
KOSDAQ,089890,코세스,23750,3,0,13,95,7,53,42,+0.01
KOSDAQ,199800,툴젠,43550,3,0,13,558,9,396,162,+0.03
KOSDAQ,042000,카페24,16130,3,0,184,5814,164,5151,663,+0.38
KOSDAQ,368770,파이버프로,11820,3,0,77,339,38,169,170,+0.02
KOSDAQ,033160,엠케이전자,16030,3,0,20,145,1,10,135,+0.01
KOSDAQ,039440,에스티아이,24800,3,0,57,940,33,549,391,+0.05
KOSDAQ,095660,네오위즈,17730,3,0,22,435,16,322,113,+0.03
KOSDAQ,348340,뉴로메카,30400,3,0,28,598,7,148,450,+0.03
KOSDAQ,356860,티엘비,38300,3,0,43,566,17,230,336,+0.03
KOSDAQ,041190,우리기술투자,4470,3,0,458,4367,302,2886,1481,+0.25
KOSDAQ,025980,아난티,3810,3,0,1567,8183,1799,9338,-1155,+0.60
KOSDAQ,013030,하이록코리아,30950,3,0,17,460,31,830,-370,+0.04
KOSDAQ,101730,위메이드맥스,4345,3,0,134,1342,182,1812,-470,+0.11
KOSDAQ,078020,LS증권,6520,3,0,1,3,3,11,-8,+0.00
KOSDAQ,372320,큐로셀,23600,3,0,23,556,13,323,233,+0.03
KOSDAQ,003800,에이스침대,32200,3,0,0,13,0,3,10,+0.00
KOSDAQ,089010,켐트로닉스,21100,3,0,26,438,12,193,245,+0.02
KOSDAQ,025320,시노펙스,3810,3,0,265,1674,154,968,706,+0.09
KOSDAQ,069080,웹젠,11290,3,0,33,491,42,630,-139,+0.04
KOSDAQ,036620,감성코퍼레이션,3890,3,0,50,149,66,195,-46,+0.01
KOSDAQ,114810,한솔아이원스,12370,3,0,22,138,10,61,77,+0.01
KOSDAQ,084110,휴온스글로벌,27400,3,0,24,712,35,1066,-354,+0.06
KOSDAQ,078160,메디포스트,8760,3,0,47,385,46,378,7,+0.03
KOSDAQ,241770,메카로,32950,3,0,1,11,0,3,8,+0.00
KOSDAQ,236200,슈프리마,48050,3,0,11,255,5,106,149,+0.01
KOSDAQ,168360,펨트론,14950,3,0,44,332,145,1092,-760,+0.05
KOSDAQ,060280,큐렉소,8100,3,0,80,611,120,920,-309,+0.05
KOSDAQ,110990,디아이티,17480,3,0,16,173,7,71,102,+0.01
KOSDAQ,204620,글로벌텍스프리,4685,3,0,351,1435,78,318,1117,+0.06
KOSDAQ,024850,HLB이노베이션,10360,3,0,132,376,90,256,120,+0.02
KOSDAQ,042520,한스바이오메드,22900,3,0,5,35,7,57,-22,+0.00
KOSDAQ,006910,보성파워텍,6480,3,0,113,341,19,56,285,+0.01
KOSDAQ,078350,한양디지텍,20550,3,0,22,198,7,65,133,+0.01
KOSDAQ,243070,휴온스,26150,3,0,2,39,4,96,-57,+0.00
KOSDAQ,389650,넥스트바이오메디컬,37650,3,0,47,1790,76,2864,-1074,+0.16
KOSDAQ,356680,엑스게이트,10840,3,0,326,1756,266,1433,323,+0.11
KOSDAQ,064260,다날,4090,3,0,99,309,12,37,272,+0.01
KOSDAQ,078340,컴투스,25500,3,0,31,1404,33,1501,-97,+0.10
KOSDAQ,025770,한국정보통신,8210,3,0,4,31,0,3,28,+0.00
KOSDAQ,047920,HLB제약,9370,3,0,142,3374,158,3781,-407,+0.25
KOSDAQ,092730,네오팜,19150,3,0,30,352,27,314,38,+0.02
KOSDAQ,101930,인화정공,6700,3,0,15,420,12,333,87,+0.03
KOSDAQ,079370,제우스,9710,3,0,232,2709,58,674,2035,+0.12
KOSDAQ,036890,진성티이씨,13590,3,0,40,381,28,264,117,+0.02
KOSDAQ,265520,AP시스템,19790,3,0,18,305,12,198,107,+0.02
KOSDAQ,200670,휴메딕스,26150,3,0,10,322,13,412,-90,+0.03
KOSDAQ,228760,지노믹트리,11810,3,0,77,1065,79,1094,-29,+0.07
KOSDAQ,206650,유바이오로직스,7980,3,0,57,725,131,1681,-956,+0.08
KOSDAQ,069540,빛과전자,2590,3,0,88,126,98,141,-15,+0.01
KOSDAQ,067630,HLB생명과학,2380,3,0,325,3396,149,1545,1851,+0.17
KOSDAQ,376270,HEM파마,40050,3,0,8,92,4,53,39,+0.01
KOSDAQ,091700,파트론,5770,3,0,26,183,27,196,-13,+0.01
KOSDAQ,441270,파인엠텍,6860,3,0,22,115,91,473,-358,+0.02
KOSDAQ,025900,동화기업,5700,3,0,121,1151,72,694,457,+0.06
KOSDAQ,017890,한국알콜,13520,3,0,2,16,0,4,12,+0.00
KOSDAQ,215600,신라젠,2070,3,0,1216,3474,810,2342,1132,+0.20
KOSDAQ,049070,인탑스,17360,3,0,18,337,7,136,201,+0.02
KOSDAQ,035810,이지홀딩스,4430,3,0,25,74,9,25,49,+0.00
KOSDAQ,121440,골프존홀딩스,6670,3,0,4,13,5,18,-5,+0.00
KOSDAQ,065680,우주일렉트로,30900,3,0,10,137,5,72,65,+0.01
KOSDAQ,136480,하림,2680,3,0,68,197,17,50,147,+0.01
KOSDAQ,439090,마녀공장,17290,3,0,23,381,7,121,260,+0.02
